1.2773e+05,9.4502e-14,3.3595e-14
1.3487e+05,9.4505e-14,3.3595e-14
1.4241e+05,9.4508e-14,3.3595e-14
1.5036e+05,9.451e-14,3.3595e-14
1.5876e+05,9.4514e-14,3.3595e-14
1.6764e+05,9.4517e-14,3.3595e-14
1.77e+05,9.452e-14,3.3595e-14
1.8689e+05,9.4524e-14,3.3595e-14
1.9734e+05,9.4528e-14,3.3595e-14
2.0836e+05,9.4532e-14,3.3595e-14
2.2e+05,9.4536e-14,3.3595e-14
2.323e+05,9.4541e-14,3.3595e-14
2.4528e+05,9.4546e-14,3.3595e-14
2.5898e+05,9.4551e-14,3.3595e-14
2.7345e+05,9.4556e-14,3.3595e-14
2.8873e+05,9.4562e-14,3.3595e-14
3.0486e+05,9.4568e-14,3.3595e-14
3.219e+05,9.4574e-14,3.3595e-14
3.3989e+05,9.4581e-14,3.3595e-14
3.5888e+05,9.4588e-14,3.3595e-14
3.7893e+05,9.4595e-14,3.3595e-14
4.001e+05,9.4603e-14,3.3595e-14
4.2246e+05,9.4611e-14,3.3595e-14
4.4606e+05,9.462e-14,3.3595e-14
4.7099e+05,9.4629e-14,3.3595e-14
4.9731e+05,9.4638e-14,3.3595e-14
5.2509e+05,9.4648e-14,3.3594e-14
5.5443e+05,9.4659e-14,3.3594e-14
5.8541e+05,9.4671e-14,3.3594e-14
6.1812e+05,9.4682e-14,3.3594e-14
6.5266e+05,9.4695e-14,3.3594e-14
6.8913e+05,9.4708e-14,3.3594e-14
7.2764e+05,9.4722e-14,3.3594e-14
7.6829e+05,9.4737e-14,3.3594e-14
8.1122e+05,9.4753e-14,3.3593e-14
8.5655e+05,9.4769e-14,3.3593e-14
9.0441e+05,9.4786e-14,3.3593e-14
9.5495e+05,9.4804e-14,3.3593e-14
1.0083e+06,9.4824e-14,3.3593e-14
1.0646e+06,9.4844e-14,3.3592e-14
1.1241e+06,9.4865e-14,3.3592e-14
1.1869e+06,9.4887e-14,3.3591e-14
1.2533e+06,9.4911e-14,3.3591e-14
1.3233e+06,9.4936e-14,3.3591e-14
1.3972e+06,9.4962e-14,3.359e-14
1.4753e+06,9.499e-14,3.3589e-14
1.5577e+06,9.5019e-14,3.3589e-14
1.6448e+06,9.5049e-14,3.3588e-14
1.7367e+06,9.5081e-14,3.3587e-14
1.8337e+06,9.5115e-14,3.3586e-14
1.9362e+06,9.515e-14,3.3585e-14
2.0444e+06,9.5188e-14,3.3584e-14
2.1586e+06,9.5227e-14,3.3583e-14
2.2792e+06,9.5268e-14,3.3581e-14
2.4066e+06,9.5312e-14,3.358e-14
2.541e+06,9.5357e-14,3.3578e-14
2.683e+06,9.5404e-14,3.3576e-14
2.8329e+06,9.5453e-14,3.3574e-14
2.9912e+06,9.5505e-14,3.3571e-14
3.1584e+06,9.5559e-14,3.3569e-14
3.3348e+06,9.5616e-14,3.3566e-14
3.5212e+06,9.5676e-14,3.3562e-14
3.7179e+06,9.5739e-14,3.3559e-14
3.9257e+06,9.5805e-14,3.3554e-14
4.145e+06,9.5874e-14,3.355e-14
4.3766e+06,9.5946e-14,3.3544e-14
4.6212e+06,9.6022e-14,3.3539e-14
4.8794e+06,9.61e-14,3.3532e-14
5.152e+06,9.6182e-14,3.3525e-14
5.4399e+06,9.6267e-14,3.3517e-14
5.7439e+06,9.6355e-14,3.3508e-14
6.0648e+06,9.6446e-14,3.3498e-14
6.4037e+06,9.6541e-14,3.3486e-14
6.7615e+06,9.6639e-14,3.3474e-14
7.1393e+06,9.674e-14,3.346e-14
7.5382e+06,9.6845e-14,3.3444e-14
7.9594e+06,9.6954e-14,3.3427e-14
8.4042e+06,9.7065e-14,3.3408e-14
8.8738e+06,9.7179e-14,3.3386e-14
9.3696e+06,9.7296e-14,3.3362e-14
9.8931e+06,9.7415e-14,3.3335e-14
1.0446e+07,9.7535e-14,3.3306e-14
1.103e+07,9.7657e-14,3.3272e-14
1.1646e+07,9.7779e-14,3.3235e-14
1.2297e+07,9.7901e-14,3.3194e-14
1.2984e+07,9.8022e-14,3.3148e-14
1.3709e+07,9.8141e-14,3.3096e-14
1.4475e+07,9.8258e-14,3.3039e-14
1.5284e+07,9.8371e-14,3.2975e-14
1.6138e+07,9.8478e-14,3.2903e-14
1.704e+07,9.8577e-14,3.2824e-14
1.7992e+07,9.8667e-14,3.2735e-14
1.8997e+07,9.8744e-14,3.2636e-14
2.0059e+07,9.8805e-14,3.2526e-14
2.1179e+07,9.8847e-14,3.2402e-14
2.2363e+07,9.8866e-14,3.2265e-14
2.3612e+07,9.8858e-14,3.2112e-14
2.4932e+07,9.8817e-14,3.1941e-14
2.6325e+07,9.8737e-14,3.175e-14
2.7796e+07,9.8612e-14,3.1537e-14
2.9349e+07,9.8433e-14,3.13e-14
3.0989e+07,9.8191e-14,3.1034e-14
3.272e+07,9.7876e-14,3.0739e-14
