1.2773e+05,1.7987e-13,1.3441e-13
1.3487e+05,1.7988e-13,1.3441e-13
1.4241e+05,1.7989e-13,1.3441e-13
1.5036e+05,1.799e-13,1.3441e-13
1.5876e+05,1.799e-13,1.3441e-13
1.6764e+05,1.7991e-13,1.3441e-13
1.77e+05,1.7992e-13,1.3441e-13
1.8689e+05,1.7993e-13,1.3441e-13
1.9734e+05,1.7994e-13,1.3441e-13
2.0836e+05,1.7995e-13,1.3441e-13
2.2e+05,1.7996e-13,1.3441e-13
2.323e+05,1.7997e-13,1.3441e-13
2.4528e+05,1.7998e-13,1.3441e-13
2.5898e+05,1.8e-13,1.3441e-13
2.7345e+05,1.8001e-13,1.3441e-13
2.8873e+05,1.8002e-13,1.3441e-13
3.0486e+05,1.8004e-13,1.3441e-13
3.219e+05,1.8006e-13,1.3441e-13
3.3989e+05,1.8007e-13,1.3441e-13
3.5888e+05,1.8009e-13,1.3441e-13
3.7893e+05,1.8011e-13,1.3441e-13
4.001e+05,1.8013e-13,1.3441e-13
4.2246e+05,1.8015e-13,1.3441e-13
4.4606e+05,1.8017e-13,1.3441e-13
4.7099e+05,1.802e-13,1.3441e-13
4.9731e+05,1.8022e-13,1.3441e-13
5.2509e+05,1.8025e-13,1.3441e-13
5.5443e+05,1.8027e-13,1.3441e-13
5.8541e+05,1.803e-13,1.3441e-13
6.1812e+05,1.8033e-13,1.3441e-13
6.5266e+05,1.8037e-13,1.3441e-13
6.8913e+05,1.804e-13,1.3441e-13
7.2764e+05,1.8044e-13,1.3441e-13
7.6829e+05,1.8047e-13,1.3441e-13
8.1122e+05,1.8051e-13,1.3441e-13
8.5655e+05,1.8056e-13,1.3441e-13
9.0441e+05,1.806e-13,1.3441e-13
9.5495e+05,1.8065e-13,1.3441e-13
1.0083e+06,1.807e-13,1.3441e-13
1.0646e+06,1.8075e-13,1.3441e-13
1.1241e+06,1.8081e-13,1.3441e-13
1.1869e+06,1.8087e-13,1.3441e-13
1.2533e+06,1.8094e-13,1.3441e-13
1.3233e+06,1.81e-13,1.3441e-13
1.3972e+06,1.8107e-13,1.3441e-13
1.4753e+06,1.8115e-13,1.3441e-13
1.5577e+06,1.8123e-13,1.3441e-13
1.6448e+06,1.8131e-13,1.3441e-13
1.7367e+06,1.814e-13,1.3441e-13
1.8337e+06,1.8149e-13,1.3441e-13
1.9362e+06,1.8158e-13,1.3441e-13
2.0444e+06,1.8169e-13,1.3441e-13
2.1586e+06,1.8179e-13,1.3441e-13
2.2792e+06,1.8191e-13,1.3441e-13
2.4066e+06,1.8203e-13,1.3441e-13
2.541e+06,1.8216e-13,1.3441e-13
2.683e+06,1.823e-13,1.3441e-13
2.8329e+06,1.8245e-13,1.3442e-13
2.9912e+06,1.826e-13,1.3442e-13
3.1584e+06,1.8276e-13,1.3442e-13
3.3348e+06,1.8293e-13,1.3442e-13
3.5212e+06,1.8311e-13,1.3442e-13
3.7179e+06,1.8331e-13,1.3442e-13
3.9257e+06,1.8351e-13,1.3442e-13
4.145e+06,1.8373e-13,1.3442e-13
4.3766e+06,1.8396e-13,1.3442e-13
4.6212e+06,1.842e-13,1.3442e-13
4.8794e+06,1.8446e-13,1.3442e-13
5.152e+06,1.8473e-13,1.3442e-13
5.4399e+06,1.8502e-13,1.3442e-13
5.7439e+06,1.8533e-13,1.3442e-13
6.0648e+06,1.8565e-13,1.3442e-13
6.4037e+06,1.8599e-13,1.3443e-13
6.7615e+06,1.8636e-13,1.3443e-13
7.1393e+06,1.8675e-13,1.3443e-13
7.5382e+06,1.8716e-13,1.3443e-13
7.9594e+06,1.8759e-13,1.3443e-13
