1.2773e+05,4.5623e-15,2.5599e-13
1.3487e+05,4.5635e-15,2.5599e-13
1.4241e+05,4.5647e-15,2.5599e-13
1.5036e+05,4.566e-15,2.5599e-13
1.5876e+05,4.5674e-15,2.5599e-13
1.6764e+05,4.5688e-15,2.5599e-13
1.77e+05,4.5704e-15,2.5599e-13
1.8689e+05,4.572e-15,2.5599e-13
1.9734e+05,4.5737e-15,2.5599e-13
2.0836e+05,4.5755e-15,2.5599e-13
2.2e+05,4.5774e-15,2.5599e-13
2.323e+05,4.5794e-15,2.5599e-13
2.4528e+05,4.5815e-15,2.5599e-13
2.5898e+05,4.5838e-15,2.5599e-13
2.7345e+05,4.5862e-15,2.5599e-13
2.8873e+05,4.5887e-15,2.5599e-13
3.0486e+05,4.5913e-15,2.5599e-13
3.219e+05,4.5941e-15,2.5599e-13
3.3989e+05,4.5971e-15,2.5599e-13
3.5888e+05,4.6002e-15,2.5599e-13
3.7893e+05,4.6035e-15,2.5599e-13
4.001e+05,4.607e-15,2.5599e-13
4.2246e+05,4.6106e-15,2.5599e-13
4.4606e+05,4.6145e-15,2.5599e-13
4.7099e+05,4.6187e-15,2.5599e-13
4.9731e+05,4.623e-15,2.5599e-13
5.2509e+05,4.6277e-15,2.5599e-13
5.5443e+05,4.6326e-15,2.5599e-13
5.8541e+05,4.6378e-15,2.5599e-13
6.1812e+05,4.6432e-15,2.5599e-13
6.5266e+05,4.649e-15,2.5599e-13
6.8913e+05,4.6551e-15,2.5599e-13
7.2764e+05,4.6615e-15,2.5599e-13
7.6829e+05,4.6683e-15,2.5599e-13
8.1122e+05,4.6755e-15,2.5599e-13
8.5655e+05,4.6831e-15,2.5599e-13
9.0441e+05,4.6911e-15,2.5599e-13
9.5495e+05,4.6996e-15,2.5599e-13
1.0083e+06,4.7085e-15,2.5599e-13
1.0646e+06,4.718e-15,2.5599e-13
1.1241e+06,4.7281e-15,2.5599e-13
1.1869e+06,4.7387e-15,2.5599e-13
1.2533e+06,4.75e-15,2.5599e-13
1.3233e+06,4.7619e-15,2.5599e-13
1.3972e+06,4.7745e-15,2.56e-13
1.4753e+06,4.7878e-15,2.56e-13
1.5577e+06,4.802e-15,2.56e-13
1.6448e+06,4.8169e-15,2.56e-13
1.7367e+06,4.8328e-15,2.56e-13
1.8337e+06,4.8496e-15,2.56e-13
1.9362e+06,4.8674e-15,2.56e-13
