73746,8.2509e+35
91968,8.2509e+35
1.1469e+05,8.2509e+35
1.4303e+05,8.2509e+35
1.7837e+05,8.2509e+35
2.2245e+05,8.2509e+35
2.7741e+05,8.2509e+35
3.4596e+05,8.2509e+35
4.3144e+05,8.2509e+35
5.3804e+05,8.2514e+35
6.7099e+05,8.2509e+35
8.3678e+05,8.2514e+35
1.0435e+06,8.251e+35
1.3014e+06,8.2511e+35
1.6229e+06,8.2511e+35
2.024e+06,8.2513e+35
2.524e+06,8.2515e+35
3.1477e+06,8.2518e+35
3.9255e+06,8.2523e+35
4.8954e+06,8.253e+35
6.105e+06,8.2542e+35
7.6135e+06,8.2561e+35
9.4947e+06,8.2589e+35
1.1841e+07,8.2634e+35
1.4766e+07,8.2703e+35
1.8415e+07,8.2811e+35
2.2965e+07,8.2979e+35
2.864e+07,8.324e+35
3.5716e+07,8.3646e+35
4.4541e+07,8.4276e+35
5.5547e+07,8.5256e+35
6.9272e+07,8.6778e+35
8.6388e+07,8.914e+35
1.0773e+08,9.2799e+35
1.3435e+08,9.8458e+35
1.6755e+08,1.0717e+36
2.0895e+08,1.2051e+36
2.6058e+08,1.4068e+36
3.2497e+08,1.7061e+36
4.0526e+08,2.1373e+36
5.054e+08,2.7315e+36
6.3028e+08,3.5037e+36
7.8601e+08,4.4399e+36
9.8023e+08,5.4987e+36
1.2224e+09,6.6544e+36
1.5245e+09,7.9773e+36
1.9012e+09,9.6261e+36
2.3709e+09,1.1743e+37
2.9567e+09,1.4441e+37
3.6873e+09,1.7842e+37
