73746,1.9838e+35
91968,1.9838e+35
1.1469e+05,1.9838e+35
1.4303e+05,1.9838e+35
1.7837e+05,1.9839e+35
2.2245e+05,1.9839e+35
2.7741e+05,1.9839e+35
3.4596e+05,1.9839e+35
4.3144e+05,1.9839e+35
5.3804e+05,1.9839e+35
6.7099e+05,1.9839e+35
8.3678e+05,1.9839e+35
1.0435e+06,1.984e+35
1.3014e+06,1.9841e+35
1.6229e+06,1.9842e+35
2.024e+06,1.9844e+35
2.524e+06,1.9847e+35
3.1477e+06,1.9852e+35
3.9255e+06,1.986e+35
4.8954e+06,1.9872e+35
6.105e+06,1.9891e+35
7.6135e+06,1.992e+35
9.4947e+06,1.9966e+35
1.1841e+07,2.0036e+35
1.4766e+07,2.0146e+35
1.8415e+07,2.0316e+35
2.2965e+07,2.0581e+35
2.864e+07,2.0993e+35
3.5716e+07,2.1633e+35
4.4541e+07,2.2625e+35
5.5547e+07,2.4163e+35
6.9272e+07,2.6541e+35
8.6388e+07,3.0207e+35
1.0773e+08,3.5833e+35
1.3435e+08,4.4403e+35
1.6755e+08,5.7319e+35
2.0895e+08,7.6472e+35
2.6058e+08,1.0422e+36
3.2497e+08,1.431e+36
4.0526e+08,1.9519e+36
5.054e+08,2.6097e+36
6.3028e+08,3.3846e+36
7.8601e+08,4.2422e+36
9.8023e+08,5.1828e+36
1.2224e+09,6.2815e+36
1.5245e+09,7.6481e+36
1.9012e+09,9.3821e+36
2.3709e+09,1.1576e+37
2.9567e+09,1.4331e+37
3.6873e+09,1.777e+37
