73746,6.9973e+35
91968,6.9973e+35
1.1469e+05,6.9973e+35
1.4303e+05,6.9973e+35
1.7837e+05,6.9973e+35
2.2245e+05,6.9973e+35
2.7741e+05,6.9973e+35
3.4596e+05,6.9973e+35
4.3144e+05,6.9973e+35
5.3804e+05,6.9973e+35
6.7099e+05,6.9974e+35
8.3678e+05,6.9974e+35
1.0435e+06,6.9975e+35
1.3014e+06,6.9975e+35
1.6229e+06,6.9977e+35
2.024e+06,6.9979e+35
2.524e+06,6.9983e+35
3.1477e+06,6.9988e+35
3.9255e+06,6.9996e+35
4.8954e+06,7.0009e+35
6.105e+06,7.003e+35
7.6135e+06,7.0061e+35
9.4947e+06,7.011e+35
1.1841e+07,7.0187e+35
1.4766e+07,7.0305e+35
1.8415e+07,7.049e+35
2.2965e+07,7.0776e+35
2.864e+07,7.1221e+35
3.5716e+07,7.1911e+35
4.4541e+07,7.2981e+35
5.5547e+07,7.4637e+35
6.9272e+07,7.7191e+35
8.6388e+07,8.1115e+35
1.0773e+08,8.7102e+35
1.3435e+08,9.6144e+35
1.6755e+08,1.0959e+36
2.0895e+08,1.2913e+36
2.6058e+08,1.5658e+36
3.2497e+08,1.9336e+36
4.0526e+08,2.3971e+36
5.054e+08,2.9421e+36
6.3028e+08,3.5533e+36
7.8601e+08,4.2507e+36
9.8023e+08,5.0996e+36
1.2224e+09,6.1789e+36
1.5245e+09,7.561e+36
1.9012e+09,9.318e+36
2.3709e+09,1.1532e+37
2.9567e+09,1.4301e+37
3.6873e+09,1.7751e+37
