73746,5.4878e+36
91968,5.4878e+36
1.1469e+05,5.4878e+36
1.4303e+05,5.4878e+36
1.7837e+05,5.4878e+36
2.2245e+05,5.4878e+36
2.7741e+05,5.4878e+36
3.4596e+05,5.4878e+36
4.3144e+05,5.4878e+36
5.3804e+05,5.4878e+36
6.7099e+05,5.4878e+36
8.3678e+05,5.4878e+36
1.0435e+06,5.4878e+36
1.3014e+06,5.4878e+36
1.6229e+06,5.4878e+36
2.024e+06,5.4878e+36
2.524e+06,5.4878e+36
3.1477e+06,5.4878e+36
3.9255e+06,5.4878e+36
4.8954e+06,5.4878e+36
6.105e+06,5.4879e+36
7.6135e+06,5.488e+36
9.4947e+06,5.4881e+36
1.1841e+07,5.4882e+36
1.4766e+07,5.4885e+36
1.8415e+07,5.4889e+36
2.2965e+07,5.4895e+36
2.864e+07,5.4904e+36
3.5716e+07,5.4919e+36
4.4541e+07,5.4941e+36
5.5547e+07,5.4976e+36
6.9272e+07,5.5031e+36
8.6388e+07,5.5114e+36
1.0773e+08,5.5242e+36
1.3435e+08,5.5437e+36
1.6755e+08,5.5729e+36
2.0895e+08,5.6161e+36
2.6058e+08,5.6781e+36
3.2497e+08,5.7637e+36
4.0526e+08,5.8755e+36
5.054e+08,6.01e+36
6.3028e+08,6.1551e+36
7.8601e+08,6.3072e+36
9.8023e+08,6.555e+36
1.2224e+09,7.1409e+36
1.5245e+09,8.2062e+36
1.9012e+09,9.6932e+36
2.3709e+09,1.1762e+37
2.9567e+09,1.4446e+37
3.6873e+09,1.7843e+37
